film,ICSD?,band gap (eV),n,stability,B,mu,nsites,elements,MW,density,CTE,x-tal,a,film orientation,film lattice parameter,% strain,sub_orientation,substrate
NdTaO3,false,0.0,0.0,metastable,0.0,0.0,5.0,"['Nd', 'Ta', 'O']",373.185,9.307297227030249,0.0,perovskite,4.053,(100),4.053,3.866223908918412,(100),MgO
AlSbO3,false,0.0,0.0,metastable,0.0,0.0,5.0,"['Al', 'Sb', 'O']",196.73900000000003,4.911471828166962,0.0,perovskite,4.052,(100),4.052,3.889943074003809,(100),MgO
Cr2O,false,0.0,0.0,metastable,0.0,0.0,3.0,"['Cr', 'O']",119.991,4.242976719763524,0.0,fluorite,5.727,(110)/2,4.049600535855358,3.946856360167031,(100),MgO
YbScO3,false,0.0,0.0,metastable,0.0,0.0,5.0,"['Yb', 'Sc', 'O']",265.993,6.655432123073923,0.0,perovskite,4.049,(100),4.049,3.9611005692599575,(100),MgO
Zn2SnO4,false,0.4857999999999998,0.0,metastable,0.0,0.0,7.0,"['Zn', 'Sn', 'O']",313.486,6.1793594303645865,0.0,spinel,8.768,(100)/2,4.384,3.9848197343453546,(100),MgO
SrEuO3,false,0.0,0.0,metastable,0.0,0.0,5.0,"['Sr', 'Eu', 'O']",287.581,5.669031021371436,0.0,perovskite,4.384,(100),4.384,3.9848197343453546,(100),MgO
YbAuO3,false,0.0,0.0,metastable,0.0,0.0,5.0,"['Yb', 'Au', 'O']",418.004,10.471149071965039,0.0,perovskite,4.047,(100),4.047,4.008538899430751,(100),MgO
Ca(CuO2)2,false,0.0,0.0,metastable,0.0,0.0,7.0,"['O', 'Cu', 'Ca']",231.166,4.547589617364218,0.0,spinel,8.773,(100)/2,4.3865,4.044117647058815,(100),MgO
Al(NiO2)2,false,0.0,0.0,metastable,0.0,0.0,7.0,"['Ni', 'O', 'Al']",208.364,5.225528732168567,0.0,spinel,8.091,(100)/2,4.0455,4.044117647058836,(100),MgO
Co2NiO4,false,0.0,0.0,metastable,0.0,0.0,7.0,"['Co', 'Ni', 'O']",240.555,5.905141775913192,0.0,spinel,5.718,(110)/2,4.043236574824679,4.097804202450697,(100),MgO
Y(NiO2)2,false,0.0,0.0,metastable,0.0,0.0,7.0,"['Ni', 'O', 'Y']",270.288,5.308564454036807,0.0,spinel,8.778,(100)/2,4.389,4.103415559772297,(100),MgO
Mg(CoO2)2,false,0.0,0.0,stable,0.0,0.0,7.0,"['O', 'Mg', 'Co']",206.167,5.184362868440836,0.0,spinel,8.084,(100)/2,4.042,4.127134724857694,(100),MgO
SrPdO3,false,0.0,0.0,metastable,0.0,0.0,5.0,"['Sr', 'Pd', 'O']",242.03700000000003,6.09760384930354,0.0,perovskite,4.039,(100),4.039,4.1982922201138635,(100),MgO
BaErO3,false,0.0,0.0,metastable,0.0,0.0,5.0,"['Ba', 'Er', 'O']",352.583,6.8944015811351465,0.0,perovskite,4.395,(100),4.395,4.245730550284615,(100),MgO
AlSnO3,false,0.0,0.0,metastable,0.0,0.0,5.0,"['Al', 'Sn', 'O']",193.68900000000002,4.890131134048122,0.0,perovskite,4.037,(100),4.037,4.2457305502846365,(100),MgO
AlWO3,false,0.0,0.0,metastable,0.0,0.0,5.0,"['Al', 'W', 'O']",258.819,6.539337831097735,0.0,perovskite,4.036,(100),4.036,4.269449715370033,(100),MgO
BaYbO3,false,0.0,0.0,metastable,0.0,0.0,5.0,"['Ba', 'Yb', 'O']",358.364,6.996229679403861,0.0,perovskite,4.398,(100),4.398,4.316888045540785,(100),MgO
Zn(CoO2)2,false,0.0,0.0,metastable,0.0,0.0,7.0,"['O', 'Zn', 'Co']",247.252,6.256458009312368,0.0,spinel,8.067,(100)/2,4.0335,4.328747628083494,(100),MgO
BaMnO3,false,0.0,0.0,metastable,0.0,0.0,5.0,"['Ba', 'Mn', 'O']",240.262,6.080659114987635,0.0,perovskite,4.033,(100),4.033,4.340607210626182,(100),MgO
YbSnO3,false,1.7074999999999996,0.0,metastable,0.0,0.0,5.0,"['Yb', 'Sn', 'O']",339.747,8.608940673960896,0.0,perovskite,4.032,(100),4.032,4.364326375711578,(100),MgO
YbWO3,false,0.0,0.0,metastable,0.0,0.0,5.0,"['Yb', 'W', 'O']",404.877,10.25492365939475,0.0,perovskite,4.032,(100),4.032,4.364326375711578,(100),MgO
Y(CuO2)2,false,0.0,0.0,metastable,0.0,0.0,7.0,"['O', 'Cu', 'Y']",279.994,5.4544467026744545,0.0,spinel,8.802,(100)/2,4.401,4.388045540796955,(100),MgO
BaNiO3,false,0.0,0.0,metastable,0.0,0.0,5.0,"['Ba', 'Ni', 'O']",244.017,6.187792965000027,0.0,perovskite,4.031,(100),4.031,4.388045540796975,(100),MgO
InPtO3,false,0.0,0.0,metastable,0.0,0.0,5.0,"['In', 'Pt', 'O']",357.89300000000003,9.081170067199807,0.0,perovskite,4.03,(100),4.03,4.4117647058823515,(100),MgO
ZnSnO3,false,0.0,0.0,metastable,0.0,0.0,5.0,"['Zn', 'Sn', 'O']",232.09699999999998,5.893869473325446,0.0,perovskite,4.029,(100),4.029,4.435483870967748,(100),MgO
EuPdO3,false,0.0,0.0,metastable,0.0,0.0,5.0,"['Eu', 'Pd', 'O']",306.38100000000003,7.777221409122811,0.0,perovskite,4.029,(100),4.029,4.435483870967748,(100),MgO
ErTlO3,false,0.0,0.0,metastable,0.0,0.0,5.0,"['Er', 'Tl', 'O']",419.639,8.146911804794327,0.0,perovskite,4.406,(100),4.406,4.5066413662238975,(100),MgO
FeSnO3,false,0.0,0.0,metastable,0.0,0.0,5.0,"['Fe', 'Sn', 'O']",222.55200000000002,5.664124969489379,0.0,perovskite,4.026,(100),4.026,4.506641366223918,(100),MgO
SrMgO3,false,0.0,0.0,metastable,0.0,0.0,5.0,"['Sr', 'Mg', 'O']",159.92200000000003,4.070787384514324,0.0,perovskite,4.026,(100),4.026,4.506641366223918,(100),MgO
MgSnO3,false,0.8948999999999998,0.0,metastable,0.0,0.0,5.0,"['Mg', 'Sn', 'O']",191.012,4.863389810713269,0.0,perovskite,4.025,(100),4.025,4.530360531309293,(100),MgO
YBiO3,false,0.0,0.0,metastable,0.0,0.0,5.0,"['Y', 'Bi', 'O']",345.883,6.703400806382276,0.0,perovskite,4.409,(100),4.409,4.577798861480066,(100),MgO
ErTaO3,false,0.0,0.0,metastable,0.0,0.0,5.0,"['Er', 'Ta', 'O']",396.204,10.105336456427127,0.0,perovskite,4.023,(100),4.023,4.577798861480088,(100),MgO
ReBiO3,false,0.0,0.0,metastable,0.0,0.0,5.0,"['Re', 'Bi', 'O']",443.184,11.299064151299625,0.0,perovskite,4.023,(100),4.023,4.577798861480088,(100),MgO
PrTlO3,false,0.0,0.0,metastable,0.0,0.0,5.0,"['Pr', 'Tl', 'O']",393.288,6.516001688581736,0.0,perovskite,4.645,(111)/2,4.022688000578717,4.585199227260035,(100),MgO
Cd2SiO4,false,1.0232,0.0,metastable,0.0,0.0,7.0,"['Cd', 'Si', 'O']",316.904,6.138796949959464,0.0,spinel,8.819,(100)/2,4.4095,4.589658444022775,(100),MgO
CaCr2O4,false,2.1336000000000004,0.0,metastable,0.0,0.0,7.0,"['Ca', 'Cr', 'O']",208.066,4.022766764062386,0.0,spinel,8.824,(100)/2,4.412,4.648956356736236,(100),MgO
NdO2,false,0.0,0.0,metastable,0.0,0.0,3.0,"['Nd', 'O']",176.238,6.398729429785442,0.0,fluorite,5.677,(110)/2,4.01424519679603,4.785455483965138,(100),MgO
DyBiO3,false,0.0,0.0,metastable,0.0,0.0,5.0,"['Dy', 'Bi', 'O']",419.47700000000003,8.054787334038725,0.0,perovskite,4.422,(100),4.422,4.886148007590122,(100),MgO
EuIrO3,false,0.0,0.0,metastable,0.0,0.0,5.0,"['Eu', 'Ir', 'O']",392.17800000000005,10.095859304037548,0.0,perovskite,4.01,(100),4.01,4.886148007590142,(100),MgO
AlMoO3,false,0.0,0.0,metastable,0.0,0.0,5.0,"['Al', 'Mo', 'O']",170.91899999999998,4.409089114959139,0.0,perovskite,4.008,(100),4.008,4.933586337760915,(100),MgO
Cu2O,true,0.5126999999999997,3.241,stable,111.56776739083098,0.46347893197441437,3.0,"['Cu', 'O']",143.091,6.20494716806907,34.91413656581302,fluorite,4.247,(110),6.006164999398535,0.7352941176470478,(110),MgO
NO2,true,2.781,1.4,metastable,0.0,0.0,3.0,"['N', 'O']",46.005,1.4558426823939539,0.0,fluorite,8.571,(110)/2,6.060612221549899,1.6484819734345304,(110),MgO
Zr4Ni2O,true,0.0,0.0,metastable,0.0,0.0,7.0,"['Zr', 'Ni', 'O']",498.28100000000006,7.007984513634127,0.0,spinel,12.362,(100)/2,6.181,3.6676236839195875,(110),MgO
Cd2Ru2O7,true,0.0,0.0,stable,0.0,0.0,11.0,"['Cd', 'Ru', 'O']",538.955,6.846523377160267,0.0,pyrochlore,7.182,(111)/2,6.2197944499798385,4.318283519146013,(110),MgO
Ti4Cu2O,true,0.0,0.0,stable,0.0,0.0,7.0,"['Ti', 'Cu', 'O']",334.559,6.0022311740093715,0.0,spinel,11.398,(100)/2,5.699,4.4164718694939795,(110),MgO
MnO2,true,1.5739,0.0,metastable,87.15417935123298,0.22397931971363852,3.0,"['Mn', 'O']",86.936,4.444339739201422,20.226542092108847,fluorite,8.04,(110)/2,5.685138520739842,4.648956356736259,(110),MgO
Ti4Ni2O,true,0.0,0.0,metastable,0.0,0.0,7.0,"['Ti', 'Ni', 'O']",324.853,5.877844661911176,0.0,spinel,11.366,(100)/2,5.683,4.684823589109368,(110),MgO
Ti4Fe2O,true,0.0,0.0,metastable,0.0,0.0,7.0,"['Ti', 'Fe', 'O']",319.15700000000004,5.78615954652579,0.0,spinel,11.359,(100)/2,5.6795,4.7435255277752315,(110),MgO
CaSiO3,true,3.4579000000000004,0.0,metastable,0.0,0.0,5.0,"['Ca', 'Si', 'O']",116.161,4.10700725534391,0.0,perovskite,3.608,(111),6.249239313708509,4.812132257610359,(110),MgO
Zr4Pd2O,true,0.0,0.0,stable,0.0,0.0,7.0,"['Zr', 'Pd', 'O']",593.735,8.06030520567639,0.0,spinel,12.508,(100)/2,6.254,4.891978404664787,(110),MgO
TiO2,false,1.712,0.0,metastable,106.33359726402696,0.22224887034319663,3.0,"['Ti', 'O']",79.865,3.5314846430934614,14.263424769911598,fluorite,8.438,(110)/2,5.966567019652089,0.07115749525617697,(110),MgO
BPtO3,false,0.0,0.0,metastable,0.0,0.0,5.0,"['B', 'Pt', 'O']",253.88600000000002,10.291807458038486,0.0,perovskite,3.447,(111),5.97037913368992,0.13509420509504058,(110),MgO
ZrBO3,false,0.0,0.0,metastable,0.0,0.0,5.0,"['Zr', 'B', 'O']",150.03199999999998,6.076679151888352,0.0,perovskite,3.448,(111),5.972111184497488,0.1641441308870539,(110),MgO
SiO2,false,5.5865,0.0,metastable,0.0,0.0,3.0,"['Si', 'O']",60.084,2.6485810577552886,0.0,fluorite,8.447,(110)/2,5.972930980682767,0.17789373814040518,(110),MgO
Ti4Mn2O,false,0.0,0.0,metastable,0.0,0.0,7.0,"['Ti', 'Mn', 'O']",317.343,5.016766632908471,0.0,spinel,11.889,(100)/2,5.9445,0.2989501716453729,(110),MgO
BPdO3,false,0.0,0.0,metastable,0.0,0.0,5.0,"['B', 'Pd', 'O']",165.228,6.806833934712135,0.0,perovskite,3.429,(111),5.93920221915368,0.3878044591613329,(110),MgO
HfBO3,false,0.0,0.0,metastable,0.0,0.0,5.0,"['Hf', 'B', 'O']",237.298,9.806890138288503,0.0,perovskite,3.425,(111),5.932274015923404,0.5040041623294159,(110),MgO
CrO2,false,0.30179999999999996,0.0,metastable,0.0,0.0,3.0,"['Cr', 'O']",83.994,3.8016886429024734,0.0,fluorite,8.373,(110)/2,5.920605078874963,0.6997153700189817,(110),MgO
BIrO3,false,0.0,0.0,metastable,0.0,0.0,5.0,"['B', 'Ir', 'O']",251.02500000000003,10.460284216710495,0.0,perovskite,3.416,(111),5.916685558655284,0.76545349445761,(110),MgO
HoBO3,false,2.6416000000000004,0.0,metastable,0.0,0.0,5.0,"['Ho', 'B', 'O']",223.738,8.870328944168055,0.0,perovskite,3.473,(111),6.01541245468671,0.8903922756875652,(110),MgO
Lu2Co2O7,false,0.0,0.0,metastable,0.0,0.0,11.0,"['Lu', 'Co', 'O']",579.793,8.552691472350535,0.0,pyrochlore,6.821,(111)/2,5.907159279213656,0.9252280863137131,(110),MgO
GeBO3,false,0.0,0.0,metastable,0.0,0.0,5.0,"['Ge', 'B', 'O']",131.44799999999998,5.5177274881199905,0.0,perovskite,3.407,(111),5.9010971013871645,1.0269028265857894,(110),MgO
CaBO3,false,0.0,0.0,metastable,0.0,0.0,5.0,"['Ca', 'B', 'O']",98.886,3.8973665776244015,0.0,perovskite,3.48,(111),6.027536810339693,1.0937417562317178,(110),MgO
AgBO3,false,0.0,0.0,metastable,0.0,0.0,5.0,"['Ag', 'B', 'O']",166.676,6.548744367105115,0.0,perovskite,3.483,(111),6.0327329627624,1.1808915336077874,(110),MgO
MnBO3,false,0.0,0.0,metastable,0.0,0.0,5.0,"['Mn', 'B', 'O']",113.746,4.817452414888827,0.0,perovskite,3.397,(111),5.883776593311476,1.317402084505997,(110),MgO
SnBO3,false,0.0,0.0,metastable,0.0,0.0,5.0,"['Sn', 'B', 'O']",177.51799999999997,6.917640374340761,0.0,perovskite,3.493,(111),6.050053470838088,1.4713907915279802,(110),MgO
BAuO3,false,0.0,0.0,metastable,0.0,0.0,5.0,"['B', 'Au', 'O']",255.77500000000003,9.934466602061132,0.0,perovskite,3.497,(111),6.056981674068363,1.587590494696063,(110),MgO
CdBO3,false,0.0,0.0,metastable,0.0,0.0,5.0,"['Cd', 'B', 'O']",171.219,6.621547143902192,0.0,perovskite,3.502,(111),6.065641928106207,1.7328401236561592,(110),MgO
SiBO3,false,0.0,0.0,metastable,0.0,0.0,5.0,"['Si', 'B', 'O']",86.894,3.35776211805348,0.0,perovskite,3.503,(111),6.067373978913777,1.7618900494481875,(110),MgO
ZnBO3,false,0.0,0.0,metastable,0.0,0.0,5.0,"['Zn', 'B', 'O']",124.198,5.34742323855386,0.0,perovskite,3.379,(111),5.852599678775236,1.8403007487623704,(110),MgO
CuO2,false,0.0,0.0,metastable,0.0,0.0,3.0,"['Cu', 'O']",95.544,4.524967685413752,0.0,fluorite,8.247,(110)/2,5.831509624445458,2.1940227703984894,(110),MgO
GaBO3,false,0.0,0.0,metastable,0.0,0.0,5.0,"['Ga', 'B', 'O']",128.531,5.605211383792214,0.0,perovskite,3.364,(111),5.826618916661703,2.276049635642674,(110),MgO
BSbO3,false,1.4054000000000002,0.0,metastable,0.0,0.0,5.0,"['B', 'Sb', 'O']",180.56799999999998,6.870745471143401,0.0,perovskite,3.521,(111),6.0985508934500166,2.284788713704561,(110),MgO
YbSiO3,false,4.068899999999999,0.0,stable,0.0,0.0,5.0,"['Yb', 'Si', 'O']",249.123,9.44998283077612,0.0,perovskite,3.524,(111),6.103747045872724,2.371938491080631,(110),MgO
MgSiO3,false,4.4298,0.0,metastable,0.0,0.0,5.0,"['Mg', 'Si', 'O']",100.388,3.79871770962978,0.0,perovskite,3.527,(111),6.10894319829543,2.4590882684566857,(110),MgO
MgBO3,false,0.25429999999999975,0.0,metastable,0.0,0.0,5.0,"['Mg', 'B', 'O']",83.113,3.647354163171599,0.0,perovskite,3.357,(111),5.814494561008721,2.479399116186812,(110),MgO
CoBO3,false,0.0,0.0,metastable,0.0,0.0,5.0,"['Co', 'B', 'O']",117.741,5.178507210504986,0.0,perovskite,3.355,(111),5.811030459393583,2.5374989677708535,(110),MgO
CuBO3,false,0.0,0.0,metastable,0.0,0.0,5.0,"['Cu', 'B', 'O']",122.354,5.3996322964140955,0.0,perovskite,3.351,(111),5.804102256163308,2.6536986709389367,(110),MgO
TlBO3,false,0.0,0.0,metastable,0.0,0.0,5.0,"['Tl', 'B', 'O']",263.19100000000003,9.894355808092861,0.0,perovskite,3.535,(111),6.122799604755981,2.691487674792852,(110),MgO
ZnSiO3,false,0.0,0.0,metastable,0.0,0.0,5.0,"['Zn', 'Si', 'O']",141.473,5.286241207400336,0.0,perovskite,3.542,(111),6.134923960408963,2.8948371553369894,(110),MgO
BTeO3,false,0.0,0.0,metastable,0.0,0.0,5.0,"['B', 'Te', 'O']",186.40800000000002,6.960377106887915,0.0,perovskite,3.543,(111),6.136656011216532,2.923887081129018,(110),MgO
FeO2,false,0.0,0.0,metastable,0.0,0.0,3.0,"['Fe', 'O']",87.843,4.300834190468312,0.0,fluorite,8.157,(110)/2,5.767870014138668,3.2613851992409946,(110),MgO
AlSiO3,false,0.0,0.0,metastable,0.0,0.0,5.0,"['Al', 'Si', 'O']",103.065,3.796389442753493,0.0,perovskite,3.559,(111),6.164368824137634,3.38868589380135,(110),MgO
BPbO3,false,0.0,0.0,metastable,0.0,0.0,5.0,"['B', 'Pb', 'O']",266.008,9.741156187118827,0.0,perovskite,3.566,(111),6.176493179790616,3.5920353743454876,(110),MgO
GaSiO3,false,0.0,0.0,metastable,0.0,0.0,5.0,"['Ga', 'Si', 'O']",145.80599999999998,5.2922441146358805,0.0,perovskite,3.577,(111),6.195545738673873,3.9115845580577084,(110),MgO
ScSiO3,false,0.0,0.0,metastable,0.0,0.0,5.0,"['Sc', 'Si', 'O']",121.039,4.3714258353824675,0.0,perovskite,3.582,(111),6.204205992711718,4.056834187017819,(110),MgO
SiPdO3,false,0.0,0.0,metastable,0.0,0.0,5.0,"['Si', 'Pd', 'O']",182.503,6.504851022798701,0.0,perovskite,3.598,(111),6.23191880563282,4.521632999690151,(110),MgO
Eu2Ir2O7,true,0.0,0.0,stable,0.0,0.0,11.0,"['Eu', 'Ir', 'O']",800.3550000000001,9.628353608923153,0.0,pyrochlore,7.309,(100),7.309,0.09139273024134309,(111),MgO
Eu2Pt2O7,true,0.0,0.0,stable,0.0,0.0,11.0,"['Eu', 'Pt', 'O']",806.0770000000001,9.669502682355938,0.0,pyrochlore,7.309,(100),7.309,0.09139273024134309,(111),MgO
Sr3PbO,true,0.0,0.0,stable,0.0,0.0,5.0,"['Sr', 'Pb', 'O']",486.059,5.832228256708868,0.0,perovskite,5.173,(110),7.315726758156021,0.1835107480817673,(111),MgO
Sr3SnO,true,0.0,0.0,stable,0.0,0.0,5.0,"['Sr', 'Sn', 'O']",397.569,4.828065204758819,0.0,perovskite,5.152,(110),7.2860282733461865,0.2231882130065176,(111),MgO
Eu2Ru2O7,true,0.0,0.0,stable,0.0,0.0,11.0,"['Eu', 'Ru', 'O']",618.061,7.470572727386083,0.0,pyrochlore,7.277,(100),7.277,0.34682379286273757,(111),MgO
Sm2Ru2O7,true,0.0,0.0,metastable,0.0,0.0,11.0,"['Sm', 'Ru', 'O']",614.8530000000001,7.48961518735273,0.0,pyrochlore,7.277,(100),7.277,0.34682379286273757,(111),MgO
AgSbO3,true,0.0945999999999998,0.0,metastable,0.0,0.0,5.0,"['Ag', 'Sb', 'O']",277.625,6.786835394315514,0.0,perovskite,10.281,(110)/2,7.269764817378896,0.44590431074534725,(111),MgO
Nd2Ru2O7,true,0.0,0.0,metastable,0.0,0.0,11.0,"['Nd', 'Ru', 'O']",602.613,7.158895480516887,0.0,pyrochlore,7.338,(100),7.338,0.4885264543044147,(111),MgO
Gd2Ru2O7,true,0.0,0.0,metastable,0.0,0.0,11.0,"['Gd', 'Ru', 'O']",628.633,7.7791029096039,0.0,pyrochlore,7.237,(100),7.237,0.8945944467428385,(111),MgO
TcPbO3,true,0.0,0.0,metastable,0.0,0.0,5.0,"['Tc', 'Pb', 'O']",353.197,8.197885205224003,0.0,perovskite,10.461,(110)/2,7.397044037992474,1.297091236775891,(111),MgO
Ta2O,true,0.0,0.0,metastable,0.0,0.0,3.0,"['Ta', 'O']",377.89500000000004,11.778851561239746,0.0,fluorite,7.526,(100),7.526,3.0630485275408827,(111),MgO
Cd2BO4,true,1.2871,0.0,metastable,0.0,0.0,7.0,"['Cd', 'B', 'O']",299.629,5.6258288570818955,0.0,spinel,14.145,(100)/2,7.0725,3.1473012608247557,(111),MgO
AgAuO3,false,0.24230000000000018,0.0,metastable,125.87963855825825,0.3066834836986695,5.0,"['Ag', 'Au', 'O']",352.83200000000005,8.569172736555055,14.557194190920702,perovskite,10.304,(110)/2,7.2860282733461865,0.2231882130065176,(111),MgO
AgRuO3,false,0.0,0.0,metastable,0.0,0.0,5.0,"['Ag', 'Ru', 'O']",256.935,6.427025653696133,0.0,perovskite,10.203,(110)/2,7.214610488446344,1.201202381337892,(111),MgO
BaLa2O4,false,3.7033000000000005,1.991,stable,0.0,0.0,7.0,"['Ba', 'La', 'O']",479.135,5.497950504738885,0.0,spinel,7.412,(100),7.412,1.5019021639825982,(111),MgO
Pr2PdO4,false,0.0,0.0,metastable,0.0,0.0,7.0,"['Pr', 'Pd', 'O']",452.23199999999997,6.041243515854812,0.0,spinel,7.087,(100),7.087,2.9487343987932197,(111),MgO
